State,countyFIPS,County Name,population,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020
TX,48377,Presidio County,6704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,11,11,11,11,11,13,14,14,14,14,15,15,15,19,19,19,19,19,19,19,19,19,26,26,26,26,26,27,28,28,28,28,28,28,28,28,32,32,34,34,34,34,35,41,41
TX,48379,Rains County,12514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,6,6,7,8,8,8,8,8,8,8,8,8,8,12,12,13,13,13,14,14,16,16,16,16,16,16,16,19,21,21,23,25,25,25,28,29,32,35,37,37,37,40,41,42,45
TX,48381,Randall County,137713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,6,6,17,21,24,34,36,36,40,52,56,60,64,64,73,73,80,93,97,103,112,115,117,125,137,149,164,172,191,200,213,234,256,270,279,296,310,333,343,355,358,358,379,413,444,477,593,602,602,611,616,625,629,645,648,648,648,652,655,658,671,674,674,688,711,715,724,727,728,728,737,740,747,748,749,751,751,758,763,769,771,775,775,775,780,793,809,821,825,825,825,844,863,899,918,918,918,918,942,971,1001,1026,1045,1045,1045,1105,1133,1166,1208,1260,1260,1260,1307,1355,1394,1424,1442,1442,1442,1477,1505,1528,1558
TX,48383,Reagan County,3849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,6,9,10,13,13,14,14,15,23,28,31,31,37,39,39,42,46,47,47,49,51,51,51,51,51,51,51,54,55,55,55
TX,48385,Real County,3452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,4,4,4,4,6,6,6,6,6,6,8,8,8,8,10,13,63,70,71,71,71,71,74,76,76
TX,48387,Red River County,12023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,9,9,27,28,33,35,35,35,35,36,40,42,44,46,46,47,48,50,50,50,66,70,70,72,74,76,76,78,79,79,81,83,86,89,93,93,93,95,95,95,96,99,99,99,99,99,101,105,105,105,105,110,112,112,115,116,117,117,117,117,117,119,119,120,123,123,123,129,129,129,129,129,129,129,129,131,131,131,131,132,133,133,134
TX,48389,Reeves County,15976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,3,5,5,5,5,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,11,11,11,12,12,12,12,14,14,14,14,14,14,14,15,17,18,19,19,19,20,29,31,39,47,47,47,48,59,59,63,77,77,77,78,82,82,84,88,89,89,90,92,99,103,104,106,106,106,112,119,128,129
TX,48391,Refugio County,6948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,9,10,10,10,10,12,12,13,14,18,26,29,31,33,37,39,42,43,51,51,51,56,67,68,76,79,89,106,118,123,125,138,156,156,160,179,182,183
TX,48393,Roberts County,854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
TX,48395,Robertson County,17074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,4,4,4,4,4,4,5,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,8,8,8,9,11,11,11,14,14,16,16,17,17,17,17,17,17,17,18,18,22,22,23,27,30,33,33,33,34,34,35,42,42,52,53,54,57,57,61,61,77,86,86,111,112,115,115,124,125,143,143,155,155,164,178,186,191,194,194,194,199,202,204,212
TX,48397,Rockwall County,104915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,4,4,5,9,10,10,10,10,10,11,14,14,16,20,20,22,24,30,30,32,34,34,36,40,48,48,49,51,51,56,58,75,75,75,85,85,88,91,95,96,100,100,100,104,113,116,123,125,134,134,134,136,143,147,151,151,151,151,155,156,159,164,167,167,167,171,171,176,181,183,183,183,189,194,199,203,204,204,204,213,216,222,228,228,228,228,231,276,276,276,331,331,331,340,340,351,377,395,395,395,403,420,413,430,433,433,433,491,505,505,531,537,537,537,565,610,622,625,635,635,635,674,699,718,720
TX,48399,Runnels County,10264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,5,5,5,5,5,5,7,8,11,17,17,17,17,17,17,19,20,24,24,24,25,28,31,33,35,35,35,44,47,53,65,78,78,78,90,100,101,105
TX,48401,Rusk County,54406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,3,3,3,5,6,7,11,11,11,12,14,14,14,14,15,15,16,17,24,25,27,27,27,27,28,28,30,30,32,32,33,33,35,36,36,36,36,38,39,40,40,40,40,40,40,40,40,40,42,42,42,42,42,42,42,42,43,43,44,44,45,45,52,55,55,56,57,59,60,63,64,64,65,65,68,68,70,70,128,232,233,241,245,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,249,251,253,263,263,263,250,260,260,260,260,265,280,288,288,294,295,300,320,323,323,323
TX,48403,Sabine County,10542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,6,6,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,18,19,19,21,21,21,21,21,23,23,24,24,25,26,26,27,27,28,28,28,29,31,31,33,34,34,34,35,35,35,36,36,36,36,36,36,37,37,37,39,39,39
TX,48405,San Augustine County,8237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,4,4,4,4,7,9,9,9,9,9,9,11,14,14,14,14,14,14,15,16,16,16,16,16,16,16,19,19,19,19,19,21,21,21,21,21,21,22,22,22,22,22,22,22,26,26,28,29,29,29,29,29,31,31,37,38,38,38,44,44,44,44,45,45,45,45,49,49,55,55,55,55,61,74,86,86,87,87,87,88,99,101,103,103,103,103,105,105,110,114,114,114,114,114,114,119,121,126,126,126,130,130,135,139,139,139,139,139,142,142,147,147,147,147,151,153,153,153
TX,48407,San Jacinto County,28859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,3,5,5,7,7,7,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,10,10,10,10,10,10,10,10,11,11,11,11,12,12,12,12,12,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,16,17,17,17,17,19,19,19,19,19,19,19,19,22,22,23,23,23,24,24,25,28,29,31,31,31,33,35,36,57,60,63,63,63,64,61,63,63,85,100,104,109,121,124,125,125,125,124,127,130,135,135,135,136,136,138,143,143
TX,48409,San Patricio County,66730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,7,7,7,7,7,7,8,8,8,8,8,8,8,8,9,11,11,12,12,12,12,12,12,12,12,12,13,13,14,16,16,18,20,22,22,22,23,25,25,26,26,26,26,28,28,28,28,28,28,29,32,33,33,33,33,36,36,36,38,38,39,39,41,41,41,41,41,41,41,48,48,62,66,66,66,66,80,85,96,101,109,109,109,133,161,177,187,187,187,187,204,204,267,284,310,310,310,339,352,364,364,402,402,402,440,492,557,624,666,666,666,694,694,694,768
TX,48411,San Saba County,6055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,7,7,9,9,9,9,9,9,10,10,10,11,11,12,13,15,18,19,19,19,20,21,21,21
TX,48413,Schleicher County,2793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,8,8,10,12,12,12,12,12,12,12,14,14,15,20,20,21,21,21,21,21,21,21,21,23,24,24,24,25,25,26,28,30,30,30,31,33,33,33,33,33,33,33,34,34,34
TX,48415,Scurry County,16703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,21,24,24,24,25,25,25,25,26,26,26,26,26,27,28,28,28,28,28,28,29,29,29,29,29,29,29,32,32,32,32,32,32,36,42,45,59,59,59,71,71,84,90,321,321,321,350,350,356,362,367,367,367,371,376,376,383,387,387,387,396,403,415,433
TX,48417,Shackelford County,3265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,5,5,6,8,8,8,8,9,9,10,11,13,13,13,15,15,15,16,16,16,16,16,16,17,17
TX,48419,Shelby County,25274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,10,11,11,11,13,17,23,31,34,34,36,40,46,51,53,60,60,60,69,69,85,86,86,97,98,101,101,106,117,117,117,117,129,131,144,149,149,152,152,158,163,167,172,173,175,175,175,177,180,183,183,183,183,183,187,189,189,201,201,201,203,207,213,213,213,213,213,214,215,224,226,227,229,230,230,230,235,241,253,254,254,259,260,263,266,275,275,275,277,278,281,281,283,287,287,288,288,292,292,294,297,303,303,312,317,319,321,321,322,327,332,335,343,348,350,351,357,366,371,376
TX,48421,Sherman County,3022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,7,7,7,7,9,10,10,11,12,14,14,14,15,17,17,18,18,18,18,19,20,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,22,23,24,24,24,24,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,32,32,32,32,32,33,33,33,33,34,34,34,34,35,35,35,35,35,35,36,36,37,37
TX,48423,Smith County,232751,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,5,5,5,5,5,10,14,21,21,27,27,30,32,32,37,47,53,57,57,62,63,82,88,88,93,93,96,101,103,108,108,116,121,121,123,124,125,131,131,132,134,139,139,142,144,146,146,146,155,156,165,170,170,174,174,177,185,186,189,189,189,189,192,192,195,198,198,198,198,198,199,200,200,204,204,204,210,212,215,216,223,223,223,235,238,244,244,271,271,271,283,297,310,318,340,340,340,378,392,422,455,455,499,499,566,618,654,699,699,771,771,848,1098,1164,1220,1299,1299,1299,1441,1499,1568,1717,1762,1762,1762,1907,1960,2006,2058,2106,2106,2106,2189,2222,2251,2292
TX,48425,Somervell County,9128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,3,3,3,3,3,3,3,3,5,5,5,5,5,5,6,8,9,9,11,11,11,16,20,22,23,25,25,25,30,30,33,35,35,35,35,39,39,39,45,46,46,46,46,49,51,56
TX,48427,Starr County,64633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,5,5,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,9,9,9,9,9,9,10,10,10,14,14,14,14,14,14,14,16,17,17,17,19,22,22,22,24,24,24,24,26,27,33,33,33,34,36,37,42,44,50,52,52,57,61,68,88,102,112,119,135,159,186,203,224,244,319,334,355,373,407,475,496,551,578,642,670,683,683,760,804,829,843,868,877,896,953,975,1017,1061,1172,1219,1247,1266,1287,1432,1475,1519,1559,1559,1637,1655,1715,1761,1784,1792
TX,48429,Stephens County,9366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,7,7,7,7,7,7,8,8,8,8,8,8,8,9,11,12,13,15,15,15,16,16,18,16,16,16,16,18,18,18,21,23,23,23,28,28,28,29
TX,48431,Sterling County,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TX,48433,Stonewall County,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4
TX,48435,Sutton County,3776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,3,3,4,5,5,6,11,11,11,11,13,13,16,20,21,21,21,25,26,26,36,39,39,39,46,47,48,49,54,54,54,57,58,58,58
TX,48437,Swisher County,7397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,2,3,3,4,4,4,4,4,4,4,4,5,5,6,6,7,7,9,9,9,9,9,9,9,9,9,10,11,11,11,11,12,12,13,13,13,14,14,14,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,19,21,21,21,21,21,23,23,23,23,23,23,23,24,26,28,31,31,31,31,35,35,37,38,38,38,44,45,51,53,53,53,53,58,60,62,63,64,64,65,67,69,69,72,72,72,72,72,73,74,75
TX,48439,Tarrant County,2102515,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,5,19,19,19,19,57,71,90,100,114,128,139,155,273,288,325,383,404,418,452,517,588,637,705,787,806,876,876,990,1093,1175,1175,1242,1242,1249,1333,1430,1559,1706,1836,1947,2019,2088,2149,2246,2388,2503,2584,2624,2686,2813,2956,3127,3210,3695,3745,3810,4076,4211,4266,4350,4447,4559,4643,4711,4803,4899,4951,4977,4977,5039,5190,5294,5379,5463,5513,5534,5623,5761,5863,5985,6073,6150,6369,6433,6599,6824,7120,7253,7334,7498,7642,7822,8099,8331,8511,8955,9126,9386,9846,10363,10706,11083,11476,11739,12344,12950,13423,13423,13423,14008,14828,15585,16180,16700,17334,17757,18161,18483,19014,19871,20433,20907,21195,21617,22002,22665,23536,23967,24562,25146,25499,25739,26315,27151,27823
TX,48441,Taylor County,138034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,7,11,14,14,18,23,27,31,31,38,43,51,55,59,61,68,74,79,89,126,142,144,144,164,185,191,203,206,206,206,206,206,206,206,206,206,206,206,206,207,208,208,208,210,213,214,215,217,217,217,222,224,224,228,228,228,230,230,230,231,232,234,235,236,241,241,242,245,246,246,246,247,248,249,252,252,255,255,255,259,261,268,278,282,289,298,313,318,327,339,346,352,366,400,423,446,486,494,526,543,573,597,622,654,708,750,766,794,815,835,879,891,904,921,947,960,976,986,1007,1012,1019,1036,1049,1068
TX,48443,Terrell County,776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
TX,48445,Terry County,12337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,4,4,4,4,4,4,4,4,4,6,6,6,6,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,15,16,16,16,16,17,17,21,21,36,36,36,39,44,47,47,48,48,48,56,59,60,60,64,64,64,63,67,71,86,86,86,86,101,104,105,110
TX,48447,Throckmorton County,1501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
TX,48449,Titus County,32750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,4,6,6,6,6,7,8,8,8,8,9,9,11,12,12,15,15,15,15,15,15,16,17,17,20,20,21,23,27,29,29,35,35,37,59,74,83,96,96,102,129,142,189,221,245,246,251,321,347,443,446,446,451,458,467,481,500,511,541,541,541,558,562,572,580,626,627,629,633,635,636,645,652,656,657,663,665,665,677,683,683,697,702,710,720,732,737,742,742,842,843,846,851,855,870,887,916,919,934,969,971,977,984,995,1025,1029,1044,1069,1077,1080,1112,1123,1141,1156
TX,48451,Tom Green County,119200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,5,6,9,9,10,17,20,21,24,25,25,32,33,35,35,39,39,40,41,41,41,41,41,41,41,41,41,43,44,44,44,48,48,50,54,55,56,56,58,59,59,59,59,59,59,59,60,61,61,61,62,62,63,64,64,64,64,64,64,65,65,65,69,69,69,69,69,69,78,78,81,82,82,83,89,95,104,106,121,131,151,171,178,186,192,201,206,219,228,241,268,280,299,312,338,372,408,434,510,530,595,608,641,670,713,754,1065,1135,1219,1135,1135,1165,1202,1226,1271,1317,1383,1426,1448,1463,1493,1505,1512,1530
TX,48453,Travis County,1273954,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,7,21,41,41,41,41,86,98,119,137,160,160,179,200,206,244,305,430,460,484,502,554,597,642,690,744,774,856,856,977,1029,1074,1074,1108,1108,1174,1233,1263,1312,1379,1396,1412,1464,1539,1591,1654,1683,1714,1756,1816,1876,1946,2002,2071,2095,2127,2171,2235,2288,2345,2381,2425,2459,2537,2595,2644,2712,2761,2788,2847,2933,2984,3057,3124,3186,3232,3272,3360,3433,3501,3562,3616,3662,3697,3815,3976,4109,4238,4314,4461,4545,4664,4771,4991,4991,5286,5704,6210,6339,6596,6914,7097,7097,7825,8461,8969,9527,10124,10695,11009,11131,11679,11926,12408,13161,13864,14304,14622,14788,15445,15998,16570,16983,17215,17454,17646,17791,18394,18696,18939,19177,19401,19480,19720,19952,20187,20465
