State,countyFIPS,County Name,population,3/1/2020,3/2/2020,3/3/2020,3/4/2020,3/5/2020,3/6/2020,3/7/2020,3/8/2020,3/9/2020,3/10/2020,3/11/2020,3/12/2020,3/13/2020,3/14/2020,3/15/2020,3/16/2020,3/17/2020,3/18/2020,3/19/2020,3/20/2020,3/21/2020,3/22/2020,3/23/2020,3/24/2020,3/25/2020,3/26/2020,3/27/2020,3/28/2020,3/29/2020,3/30/2020,3/31/2020,4/1/2020,4/2/2020,4/3/2020,4/4/2020,4/5/2020,4/6/2020,4/7/2020,4/8/2020,4/9/2020,4/10/2020,4/11/2020,4/12/2020,4/13/2020,4/14/2020,4/15/2020,4/16/2020,4/17/2020,4/18/2020,4/19/2020,4/20/2020,4/21/2020,4/22/2020,4/23/2020,4/24/2020,4/25/2020,4/26/2020,4/27/2020,4/28/2020,4/29/2020,4/30/2020,5/1/2020,5/2/2020,5/3/2020,5/4/2020,5/5/2020,5/6/2020,5/7/2020,5/8/2020,5/9/2020,5/10/2020,5/11/2020,5/12/2020,5/13/2020,5/14/2020,5/15/2020,5/16/2020,5/17/2020,5/18/2020,5/19/2020,5/20/2020,5/21/2020,5/22/2020,5/23/2020,5/24/2020,5/25/2020,5/26/2020,5/27/2020,5/28/2020,5/29/2020,5/30/2020,5/31/2020,6/1/2020,6/2/2020,6/3/2020,6/4/2020,6/5/2020,6/6/2020,6/7/2020,6/8/2020,6/9/2020,6/10/2020,6/11/2020,6/12/2020,6/13/2020,6/14/2020,6/15/2020,6/16/2020,6/17/2020,6/18/2020,6/19/2020,6/20/2020,6/21/2020,6/22/2020,6/23/2020,6/24/2020,6/25/2020,6/26/2020,6/27/2020,6/28/2020,6/29/2020,6/30/2020,7/1/2020,7/2/2020,7/3/2020,7/4/2020,7/5/2020,7/6/2020,7/7/2020,7/8/2020,7/9/2020,7/10/2020,7/11/2020,7/12/2020,7/13/2020,7/14/2020,7/15/2020,7/16/2020,7/17/2020,7/18/2020,7/19/2020,7/20/2020,7/21/2020,7/22/2020,7/23/2020,7/24/2020,7/25/2020,7/26/2020,7/27/2020,7/28/2020,7/29/2020,7/30/2020,7/31/2020
CA,6071,San Bernardino County,2180085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,5,5,9,10,17,17,38,54,55,64,76,111,111,183,254,304,353,372,373,530,547,641,729,810,810,887,977,977,996,1032,1096,1219,1286,1406,1489,1578,1608,1666,1732,1751,1772,1827,1928,2058,2113,2182,2182,2182,2329,2432,2562,2629,2902,2964,3015,3078,3153,3198,3311,3463,3511,3593,3707,3795,3984,4146,4315,4365,4365,4567,4777,4914,5034,5200,5246,5355,5501,5650,5793,5930,6040,6113,6247,6417,6593,6742,6976,7161,7359,7515,7796,8014,8454,8714,8959,9156,9361,10010,10407,10769,11290,11290,11501,11797,12550,12746,13152,13676,13676,14922,15345,15932,16586,17414,18275,18912,19043,19502,20456,21468,21468,21468,23566,23772,24099,25067,25775,26185,26796,27555,27992,29131,29962,31688,31688,32230
CA,6073,San Diego County,3338330,0,2,2,2,3,3,3,3,3,3,3,3,8,8,39,53,58,75,89,120,148,194,230,242,297,341,417,488,519,603,734,849,966,1112,1209,1326,1404,1454,1530,1628,1693,1761,1804,1847,1930,2012,2087,2158,2213,2268,2325,2434,2491,2643,2826,2943,3043,3141,3314,3432,3564,3711,3842,3927,4020,4160,4319,4429,4662,4776,4926,5065,5161,5278,5391,5523,5662,5836,5946,6026,6140,6315,6434,6559,6701,6797,6882,6983,7100,7100,7385,7481,7554,7674,7798,7940,8180,8345,8476,8619,8729,8837,8998,9130,9314,9440,9610,9730,9854,10092,10350,10484,10794,11096,11096,11626,11961,12401,12837,13334,13832,14149,14623,15207,15696,15696,16726,17000,17578,17842,18402,18863,19371,19929,20348,20887,21446,21855,22489,23114,23682,24135,24520,25107,25608,26098,26701,26984,27507,28005,28287,28668,29048
CA,6075,San Francisco County,881549,0,0,0,0,2,2,9,9,15,15,18,18,23,28,37,40,43,51,70,84,84,108,131,152,178,223,279,308,340,374,397,434,450,497,529,568,583,622,676,724,797,857,872,957,987,1013,1019,1058,1137,1157,1216,1231,1233,1302,1340,1354,1408,1424,1468,1490,1499,1523,1543,1602,1624,1728,1754,1806,1853,1891,1943,1954,1977,1994,1999,2026,2054,2054,2131,2179,2185,2198,2320,2350,2367,2386,2399,2408,2437,2473,2532,2558,2570,2587,2613,2644,2698,2712,2747,2779,2793,2809,2840,2877,2906,2928,2952,2971,2982,3020,3057,3058,3058,3185,3219,3249,3297,3400,3468,3512,3561,3603,3648,3719,3776,3776,3776,3992,4020,4071,4145,4316,4426,4522,4590,4640,4696,4860,4975,5116,5202,5305,5363,5459,5564,5679,5787,5932,6022,6065,6197,6423,6575
CA,6077,San Joaquin County,762148,0,0,0,0,0,0,0,0,0,0,0,0,3,8,8,9,9,14,17,25,31,41,51,60,71,83,93,108,121,136,151,161,178,185,191,203,212,233,237,245,257,260,273,309,335,364,369,398,410,418,446,456,472,487,495,507,523,527,529,540,543,557,560,570,574,578,579,581,597,605,612,621,629,638,644,659,670,689,699,709,716,733,752,752,752,752,771,834,842,858,858,858,908,982,1008,1024,1050,1118,1161,1195,1195,1309,1388,1444,1547,1652,1716,1749,1888,1926,1926,2177,2259,2400,2560,2742,2884,3031,3093,3093,3291,3856,3914,4298,4474,4474,4474,4474,5600,5817,6065,6279,6279,6279,6988,7216,7428,7680,7819,7819,7819,8321,8799,9595,9826,10126,10126,10126,10675,10923,11209,11342,11483
CA,6079,San Luis Obispo County,283111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,7,13,16,21,27,33,42,46,54,59,67,71,77,80,83,89,93,93,95,95,99,102,104,107,110,114,117,120,124,125,127,131,132,132,134,142,149,163,165,166,169,173,181,184,188,196,201,202,204,208,211,212,214,220,226,227,232,237,240,243,243,246,247,249,251,253,258,258,259,263,266,268,269,269,269,271,278,279,288,291,291,291,299,302,306,317,324,324,324,347,356,376,389,404,404,404,442,453,473,489,508,508,508,567,611,642,675,701,701,701,765,808,845,877,905,905,905,1006,1078,1112,1158,1213,1213,1213,1306,1369,1393,1467,1500,1500,1500,1644,1689,1710,1740,1783
CA,6081,San Mateo County,766573,0,1,2,2,2,2,2,2,9,15,15,15,20,32,32,41,64,80,97,110,110,117,142,161,165,195,239,274,277,309,309,388,453,486,538,555,579,589,617,633,638,652,652,701,721,747,767,797,838,838,920,935,958,966,989,1019,1019,1080,1099,1136,1177,1197,1233,1233,1281,1315,1341,1341,1397,1425,1425,1464,1497,1515,1536,1575,1602,1602,1671,1687,1697,1738,1783,1833,1833,1833,1904,1963,2061,2061,2104,2104,2165,2188,2212,2244,2299,2330,2330,2394,2437,2475,2494,2533,2553,2553,2594,2625,2653,2678,2721,2721,2721,2825,2901,2961,2996,3049,3083,3083,3141,3232,3232,3376,3441,3536,3536,3599,3692,3743,3787,3846,3949,3949,4045,4168,4254,4333,4403,4465,4465,4551,4674,4776,4885,4957,5022,5022,5124,5198,5306,5398,5469
CA,6083,Santa Barbara County,446499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,8,9,13,18,18,24,26,42,47,64,68,88,99,111,111,152,168,174,192,218,228,243,260,264,267,284,313,334,354,373,373,394,416,429,440,451,460,469,471,473,473,485,496,506,508,514,526,544,613,722,1032,1250,1308,1362,1371,1376,1387,1402,1418,1474,1496,1517,1520,1540,1551,1551,1551,1551,1573,1624,1636,1636,1649,1649,1669,1697,1714,1737,1787,1787,1787,1817,1847,1864,1910,1971,1971,1971,2069,2115,2171,2253,2319,2319,2319,2446,2509,2590,2631,2712,2712,2712,2712,2896,2896,3261,3261,3261,3261,3655,3742,3808,3868,3931,3931,3931,4140,4323,4412,4635,4635,4759,4759,4991,5124,5282,5444,5576,5576,5576,5836,5931,6021,6094,6167
CA,6085,Santa Clara County,1927852,0,18,20,24,31,40,49,53,70,85,111,134,180,223,255,290,337,390,442,504,543,581,655,724,801,875,937,978,1001,1079,1135,1189,1246,1286,1317,1359,1413,1453,1528,1595,1674,1715,1741,1779,1820,1843,1863,1899,1909,1921,1932,1934,1946,1987,2018,2040,2084,2105,2122,2134,2163,2179,2204,2231,2244,2255,2268,2281,2290,2307,2339,2341,2364,2381,2391,2403,2418,2453,2470,2483,2492,2492,2546,2571,2617,2652,2675,2688,2701,2707,2731,2776,2805,2819,2832,2850,2892,2920,2942,2973,3017,3032,3063,3117,3157,3197,3230,3254,3288,3363,3398,3458,3547,3606,3727,3832,3888,3984,3984,4162,4265,4370,4572,4750,4849,5077,5273,5408,5478,5552,5678,5863,5983,6298,6542,6725,6951,7046,7131,7300,7456,7795,8046,8321,8533,8719,8833,9041,9215,9359,9612,9731,9913
CA,6087,Santa Cruz County,273213,0,0,0,0,0,0,0,0,2,2,2,2,7,7,7,9,13,13,14,15,15,15,22,24,25,32,34,39,44,45,49,54,57,59,62,69,71,76,76,80,80,82,88,91,91,96,96,98,101,104,106,108,111,114,115,115,120,124,125,127,131,132,134,137,137,138,138,139,140,141,141,141,146,146,149,149,157,159,163,165,168,174,186,192,192,200,200,205,206,206,212,213,217,217,219,219,221,226,231,234,235,239,249,254,255,257,257,260,269,273,283,286,296,296,322,330,337,344,349,349,349,379,399,410,417,455,457,459,501,503,506,537,568,569,569,600,602,706,736,772,772,772,772,848,878,891,898,907,920,980,1030,1076,1109
CA,6089,Shasta County,180080,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,3,3,3,4,4,6,6,7,11,11,12,20,21,23,24,24,24,24,24,25,25,25,26,26,26,26,26,26,27,28,30,30,30,30,31,31,31,31,31,31,31,31,31,31,31,31,31,32,32,32,33,33,34,34,34,34,34,34,36,36,36,36,36,36,37,37,39,39,39,40,40,42,42,42,44,46,47,47,48,48,49,50,51,51,58,62,76,80,81,86,88,92,96,97,101,105,112,118,118,135,148,148,154,157,163,171,176,187,195,200,203,203,215,220,220,235,242,242,255,268,276,291,291,311,323,339,348,360,369
CA,6091,Sierra County,3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2
CA,6093,Siskiyou County,43539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,7,7,7,8,9,9,9,9,9,12,12,14,14,14,15,15,16,18,20,20,21,21,22,23,24,26,26,26,26,27,27,28,29,31,31,31,31,31,32,32,33,33,41,41,41,43,43,44,44,44,44,44,51,53,55,60,61,61,61,66,66,69,72,73
CA,6095,Solano County,447643,0,0,0,0,0,0,0,0,3,6,6,6,6,6,7,8,8,8,10,10,14,14,21,24,31,34,34,34,34,43,49,54,61,73,73,73,88,99,112,115,121,121,121,135,140,141,156,169,169,169,180,181,186,191,199,199,199,226,249,254,263,266,266,266,320,325,337,342,351,351,351,379,388,397,408,410,410,410,424,430,435,449,455,455,455,455,499,502,509,517,517,517,546,547,559,565,566,566,566,590,610,617,643,657,657,657,685,687,792,811,860,860,860,933,1020,1064,1094,1118,1118,1118,1126,1288,1402,1476,1476,1476,1476,1740,1826,1922,1985,2075,2075,2075,2219,2313,2407,2483,2554,2554,2554,2759,2857,2982,3070,3129,3129,3129,3283,3388,3462,3520,3611
CA,6097,Sonoma County,494336,0,1,1,1,1,1,1,1,3,3,3,3,3,3,5,6,6,8,9,21,23,25,29,34,39,41,41,54,57,73,85,91,95,100,105,107,115,120,136,136,145,145,145,147,152,160,163,172,180,180,181,182,192,194,216,217,220,220,222,232,232,244,252,252,261,261,286,292,292,300,309,309,312,333,351,364,364,373,387,391,411,433,467,467,482,500,524,524,531,531,548,553,564,566,593,593,610,624,642,653,671,671,680,701,722,752,758,765,774,803,822,835,853,885,935,956,974,1006,1092,1092,1118,1136,1185,1229,1267,1359,1359,1359,1466,1487,1519,1561,1650,1703,1819,1886,1941,1979,2027,2068,2121,2169,2241,2241,2300,2404,2466,2559,2570,2617,2748,2748,2842
CA,6099,Stanislaus County,550660,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,3,4,5,5,5,5,8,10,11,12,17,23,29,31,33,39,44,50,58,65,71,81,90,95,103,116,121,131,146,163,177,187,206,221,226,232,236,251,258,264,286,294,312,324,339,374,380,400,411,428,433,461,476,488,496,501,508,517,526,537,544,559,571,587,593,598,611,621,629,646,659,670,677,683,699,718,744,750,767,792,816,840,865,901,937,991,1023,1072,1090,1110,1212,1242,1267,1322,1404,1473,1514,1599,1639,1714,1789,1871,1940,2000,2115,2165,2255,2310,2391,2531,2581,2660,2760,2889,3004,3004,4633,4732,4973,5178,5356,5517,5777,5777,6220,6344,6508,6835,6984,7401,7603,7861,7994,8228,8288,8492,8745,8890
CA,6101,Sutter County,96971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,6,6,9,10,14,14,16,16,16,18,19,20,22,22,22,22,23,24,24,24,25,25,26,26,26,26,28,28,29,29,29,29,30,30,31,31,31,31,31,31,31,32,33,33,34,35,36,37,37,38,38,40,40,40,40,40,40,40,42,42,42,42,42,43,46,46,46,48,51,52,55,55,65,66,67,69,78,83,86,88,89,92,97,99,101,112,118,125,127,140,147,152,160,176,176,197,206,228,243,252,252,302,302,323,372,372,388,421,441,454,471,471,502,520,539,553,567,601,615,615,647,647,701,731,755,768
CA,6103,Tehama County,65084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,5,6,6,7,8,8,9,10,11,12,12,21,21,21,27,28,28,32,34,34,34,53,55,59,62,62,62,62,75,78,82,88,88,88,88,93,94,98,98,104,107,107,115,121,126,126,134,134,134,151,151,165,173,189,189,189,189,214,219,226,226
CA,6105,Trinity County,12285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,4,5,5
CA,6107,Tulare County,466195,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,5,7,11,12,12,16,17,18,20,24,29,35,43,45,59,74,81,107,116,135,157,168,187,203,227,227,264,296,352,372,382,397,411,422,436,441,453,472,491,504,532,578,626,640,680,720,743,757,858,916,969,1013,1079,1140,1159,1241,1268,1295,1338,1426,1430,1436,1539,1552,1603,1641,1641,1641,1641,1771,1796,1835,1844,1844,1844,1897,2004,2026,2083,2116,2116,2116,2220,2381,2432,2475,2564,2564,2564,2664,2798,2881,3004,3046,3046,3046,3177,3434,3533,3646,3705,3705,3705,3872,4156,4323,4521,4627,4627,4627,5009,5175,5298,5509,5678,5678,5678,5942,6209,6332,6480,6683,6683,6683,6896,7120,7603,7876,8210,8210,8210,8534,8862,9076,9241,9454
CA,6109,Tuolumne County,54478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,4,4,5,5,7,7,7,7,7,7,8,8,8,9,9,9,9,9,9,10,10,12,14,15,22,22,22,22,22,30,34,43,43,43,43,43,57,58,60,64,64,73,73,76,80,84,85,85,85,101,104,109,117,126,126,126,131,131,132,134,141
CA,6111,Ventura County,846006,0,0,0,0,0,0,0,0,1,1,2,2,3,4,4,4,10,13,17,19,26,30,35,39,50,61,61,98,109,126,149,160,177,189,203,221,226,243,263,274,298,309,314,317,350,365,384,396,416,422,428,443,451,465,476,476,497,503,508,517,535,544,559,566,577,595,608,631,652,666,666,678,700,725,748,764,764,764,825,837,858,858,912,912,912,912,1017,1017,1062,1062,1078,1078,1152,1164,1190,1216,1261,1261,1261,1341,1381,1404,1404,1518,1518,1518,1633,1655,1706,1753,1753,1835,1835,2030,2161,2260,2287,2336,2336,2336,2740,2740,3096,3240,3240,3240,3240,3789,3858,3858,4093,4246,4246,4246,4246,4619,4619,4968,4968,4968,4968,5192,5955,6049,6156,6392,6392,6392,6830,6893,6997,7103,7344
CA,6113,Yolo County,220500,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,2,4,5,5,6,6,6,8,10,11,11,16,16,16,24,25,28,33,37,37,37,50,56,67,71,75,88,93,101,102,116,125,126,126,137,142,146,151,155,157,158,161,161,162,163,164,169,171,171,171,172,172,172,172,172,173,174,177,179,182,182,183,184,184,185,185,186,188,190,194,198,200,205,207,210,210,211,212,213,214,216,218,221,223,225,226,227,240,248,252,253,255,265,291,302,310,321,330,347,366,386,408,438,458,458,505,526,555,583,583,613,677,705,723,760,802,839,839,929,966,999,1023,1062,1101,1123,1162,1196,1200,1225,1275,1315,1342,1394,1424,1446,1477,1494,1510
CA,6115,Yuba County,78668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,3,3,4,6,7,8,8,9,9,10,11,13,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,17,17,18,19,19,19,19,19,19,20,20,20,20,21,23,25,25,25,25,25,28,28,28,28,28,28,28,28,28,28,29,29,30,30,30,31,31,31,32,32,32,32,32,33,34,35,35,35,36,37,39,39,41,42,42,43,43,49,51,57,61,65,71,71,95,103,106,120,128,128,147,147,154,180,180,192,211,221,231,236,236,257,270,289,309,319,338,356,356,382,382,415,441,465,471
TX,48001,Anderson County,57735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,3,3,3,3,4,6,6,6,8,8,10,14,14,16,16,18,19,23,23,29,30,32,32,32,34,38,40,41,41,41,41,50,50,51,52,54,54,54,60,61,63,64,66,66,66,66,66,66,72,72,72,72,76,78,85,85,85,85,85,91,91,95,95,102,102,102,989,990,1003,1006,1006,1006,1006,1009,1013,1014,1016,1016,1016,1016,1032,1040,1063,1070,1070,1082,1082,1108,1152,1533,1761,1796,1796,1890,1917,1944,1956,2003,2015,2015,2015,2051,2062,2077,2116,2140,2140,2142,2162,2172,2174,2196
TX,48003,Andrews County,18705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,10,10,10,11,11,11,12,13,13,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,23,23,24,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,30,30,33,35,42,44,44,44,46,51,56,63,73,73,75,82,89,90,98,103,103,103,120,132,132,155,169,169,170,174,176,181,187,189,189,198,212,215,219,225,225,228,232,238,253,255
TX,48005,Angelina County,86715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,4,5,5,8,10,10,14,14,14,15,16,16,16,16,17,17,20,23,23,23,23,27,30,31,33,36,36,36,46,49,53,54,55,55,55,79,86,93,100,100,100,100,117,117,119,131,139,139,139,154,154,168,172,175,175,175,175,193,201,203,205,205,205,215,232,232,232,237,237,237,237,281,281,309,309,309,309,331,352,352,366,380,380,380,415,426,445,464,464,464,464,476,507,519,541,541,541,541,610,610,645,683,743,743,743,834,834,940,1000,1000,1000,1000,1000,1234,1234,1383,1405,1405,1405,1487,1566,1606,1606
TX,48007,Aransas County,23510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,7,7,7,7,7,7,7,10,10,10,12,16,17,20,23,24,28,31,34,35,43,44,46,49,50,50,55,56,57,65,75,81,85,91,92,106,111,114,116,123,126,131,135,136,149,153
TX,48009,Archer County,8553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,5,6,6,6,7,7,8,8,8,8,8,10,10,10,10,10,10,10,12,12,12,12,12,12,12,13,13,13,13,15,15,15,15,15,17,17
TX,48011,Armstrong County,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,5,5,5,5
TX,48013,Atascosa County,51153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,3,4,5,5,7,8,9,9,9,9,9,9,10,10,12,14,14,14,14,14,14,14,16,16,19,19,19,19,19,19,21,22,22,22,22,24,27,27,27,30,30,30,30,32,32,35,35,35,35,35,35,35,35,35,35,37,37,37,37,38,41,41,42,42,42,42,42,42,42,42,42,42,42,45,62,69,70,70,79,84,85,85,87,90,90,106,108,116,116,135,135,135,148,152,188,197,207,275,275,275,289,292,300,355,355,355,370,379,390,391,393,393,393,396,396,405,405
TX,48015,Austin County,30032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,4,4,4,5,5,6,7,7,8,8,10,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,14,14,14,15,15,15,15,15,16,17,19,19,19,20,20,21,21,21,22,22,22,24,24,25,25,26,27,27,27,27,29,29,29,29,31,31,31,33,34,34,34,36,37,42,42,43,45,48,56,57,57,60,61,67,69,71,72,73,77,81,81,92,100,105,117,124,128,130,134,140,141,144,150,155,157,160,165,169,170,170,181,182,193,202,209,211,212
TX,48017,Bailey County,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,3,3,3,3,3,3,6,6,8,10,10,10,10,10,10,10,10,14,14,16,17,17,17,17,19,19,24,26,26,26,26,28,29,30,34,34,34,40,52,83,83,83,83,86,86,86,87,88,93,93,93,94,100,101,102,102,102,102,108,109,111,112,112,112,112,112,112,117,119,120,120,125,126,126,128,130,132,132,132,141,148,151,156
TX,48019,Bandera County,23112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,8,13,15,15,15,15,15,15,16,16,16,16,16,21,22,23,27,27,27,27,27,33,38,44,44,44,44,46,47,47,47,48,48,51,54,56,66,71,71,71,78,79,83,83
TX,48021,Bastrop County,88723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,4,5,6,6,8,9,9,9,9,11,15,17,16,19,19,19,19,19,32,37,42,42,43,44,49,51,53,57,57,58,59,59,67,73,82,83,86,89,98,100,106,106,108,109,110,117,120,125,128,132,132,132,148,152,161,173,173,177,182,184,190,196,200,204,211,212,220,231,240,245,250,255,255,270,279,285,288,293,295,295,313,338,338,338,340,340,363,369,373,386,407,415,417,439,442,446,458,457,468,468,522,522,619,659,689,727,734,735,800,862,878,952,952,1001,1034,1046,1056,1110,1142,1190,1190,1195,1269,1273,1277,1289
TX,48023,Baylor County,3509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,5,5,5,5,5,5,6
TX,48025,Bee County,32565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,8,8,8,9,9,9,9,9,9,9,9,9,10,11,11,18,22,22,22,24,26,27,31,31,31,31,32,32,32,33,34,36,36,36,36,38,39,43,43,46,46,47,51,55,59,69,85,91,98,133,133,135,146,146,152,173,176,188,218,220,232,268,268,285,369,369,399,399,417,461,482,498
